# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jan  7 20:13:51 2025
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbper > 1
# CONSTRAINT:  and pl_orbsmax > 0.01
# CONSTRAINT:  and pl_rade > 2
# CONSTRAINT:  and pl_masse > 1)
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
#
pl_orbper	pl_orbsmax	pl_rade	pl_masse
7.85191000	0.054000	2.090	15.00000
21.05704000	0.153600	4.350	15.20000
58.02035000	0.279000	3.319	15.20000
16.53794400	0.127000	2.611	15.20000
24.24558600	0.128800	3.650	15.40000
10.42364800	0.101300	4.320	15.60000
3.07668910	0.022670	2.860	15.60000
7.13804800	0.082400	3.530	15.68000
6.39806610	0.059950	2.840	15.90000
13.86375000	0.102070	2.592	15.90000
11.90727000	0.100100	4.510	15.90000
10.89487900	0.074500	2.458	15.90000
240.50300000	0.790300	6.204	16.00000
22.80853300	0.151000	2.744	16.00000
77.23000000	0.327400	2.670	16.00000
4.32630000	0.049800	4.242	16.00000
10.85409200	0.093000	3.070	16.10000
10.35509600	0.088000	2.771	16.10000
3.18379200	0.041657	3.186	16.13700
41.68550000	0.241000	2.230	16.30000
14.85888000	0.117200	6.980	16.40000
3.34896800	0.030100	3.390	16.40000
16.06819000	0.118900	5.090	16.42000
8.99213000	0.080360	5.130	16.50000
6.36381000	0.065000	4.160	16.50000
4.54456970	0.035400	6.000	16.50000
6.03607000	0.063560	4.710	16.60000
5.38461040	0.059000	2.479	16.60000
13.86375000	0.102100	2.592	16.70000
9.09500000	0.088000	3.710	16.80000
9.13970300	0.091030	2.870	16.90000
8.46300000	0.064500	4.070	17.00000
175.06000000	0.633000	3.870	17.00000
29.62500000	0.170000	2.149	17.18000
20.54384700	0.146000	2.582	17.20000
146.05000000	0.580000	2.490	17.20000
7.64159000	0.075200	5.490	17.30000
25.12920000	0.172600	2.697	17.70000
17.30713000	0.118500	3.000	18.10000
52.56349100	0.266900	3.343	18.30000
3.64513890	0.047260	3.120	18.40000
24.28338200	0.164000	5.150	18.40000
1.39297800	0.021770	2.926	18.46700
22.89104000	0.135700	2.199	18.49600
4.23451600	0.047900	6.333	18.75100
187.36600000	0.699200	7.040	19.02000
10.28891400	0.091000	2.480	19.10000
8.02400150	0.057800	2.734	19.10000
3.64513980	0.048130	3.228	19.20000
4.21285367	0.062200	6.210	19.20000
4.07445000	0.044570	3.560	19.28000
8.11224500	0.056700	2.749	19.50000
37.46852000	0.215000	2.951	19.50000
17.47127800	0.133400	3.550	19.70000
4.07455400	0.045300	3.660	19.80000
10.28891000	0.089000	2.740	20.00000
4.73696830	0.052600	2.690	20.00000
45.29485000	0.240700	2.227	20.00000
47.73022000	0.249000	4.910	20.00000
77.61184000	0.345300	2.750	20.10000
5.41465400	0.058000	5.930	20.31000
17.47129100	0.132200	3.490	20.40000
1.33735080	0.019000	3.180	20.60000
6.86619600	0.077000	2.854	20.80000
4.73696960	0.051740	2.713	20.97667
20.88510000	0.154000	5.680	21.00000
24.36450000	0.152240	2.358	21.14000
8.32834000	0.075770	2.120	21.30000
5.06963000	0.059830	2.490	21.30000
1.67390350	0.030100	3.880	21.80000
2.64388312	0.029100	4.170	22.10000
10.50160000	0.102800	6.510	22.10000
2.10970190	0.026000	3.420	22.40000
24.28337700	0.166000	5.203	22.40000
18.88050000	0.123300	2.730	22.50000
35.61253000	0.191500	2.610	22.70000
2.64386000	0.028720	4.200	23.10000
143.34394000	0.500000	8.800	23.10000
2.64389788	0.031090	4.191	23.13802
2.64385000	0.028720	4.222	23.16880
2.60000000	0.029000	4.260	23.20100
2.64389524	0.028870	4.091	23.42407
34.97614500	0.193000	2.620	23.50000
4.37502100	0.050360	6.882	23.51942
1.97714300	0.025000	5.250	23.60000
3.21365800	0.044900	4.125	23.83725
18.80693000	0.140000	2.546	24.00000
18.26157000	0.133000	3.050	24.00000
4.13743540	0.048000	2.600	24.10000
3.21346000	0.045600	4.002	24.47200
3.48456408	0.028700	3.440	24.50000
16.98410000	0.130000	2.630	24.50000
3.31599000	0.041200	4.140	24.60000
20.38084500	0.157000	8.281	24.70000
4.88780244	0.053200	4.901	25.00000
118.38070000	0.466000	3.330	25.00000
6.95610630	0.071000	11.890	25.10000
2.64389803	0.030800	4.100	25.40000
4.13743700	0.050000	2.700	25.50000
3.00515600	0.037500	2.401	25.60000
4.88781620	0.053000	4.730	25.74300
1.19472680	0.022340	3.510	26.00000
7.83443500	0.073900	4.421	26.40000
4.41796500	0.048500	5.300	26.40000
47.42489000	0.295800	2.607	26.57000
23.28560000	0.151100	8.676	26.69759
4.88781501	0.052590	4.450	26.69772
3.49151000	0.039100	5.050	26.78000
19.49213000	0.148000	6.120	27.00000
42.36330000	0.247000	7.820	27.00000
3.31599000	0.041700	4.132	27.00000
7.06466000	0.069600	9.190	27.40000
4.36015610	0.051000	6.808	27.40000
11.75900000	0.098000	5.000	28.00000
7.06456000	0.071000	9.019	28.30000
24.28342900	0.160000	5.340	28.30000
35.12568600	0.199000	3.431	29.00000
3.53571730	0.040300	4.977	29.24036
18.79592280	0.144500	8.059	29.87500
38.98530000	0.227000	8.080	29.90000
8.26690200	0.081000	3.590	30.00000
23.54067800	0.147000	2.304	30.00000
17.08900000	0.129300	7.690	30.00000
4.05203700	0.041700	4.700	30.80000
6.77131500	0.067020	4.480	30.90000
3.77010700	0.045000	5.342	31.30000
4.33153660	0.049130	6.793	31.46517
26.31782200	0.175000	3.736	32.00000
8.95345800	0.080000	2.506	32.00000
5.44354000	0.064100	7.062	32.10083
10.13675000	0.094300	4.300	32.20000
4.54458280	0.036100	6.430	32.59000
6.30850440	0.066140	6.250	32.70000
95.17400000	0.460700	6.850	33.00000
10.13673490	0.098600	5.066	34.00764
15.34440000	0.128000	5.333	34.40000
3.73825200	0.049100	6.060	34.62000
11.81430000	0.106600	7.398	34.96130
54.32031000	0.304600	6.560	35.00000
11.81399000	0.105000	6.860	35.70000
289.86230000	0.849000	2.380	36.00000
124.72997000	0.472000	3.683	37.00000
10.16050000	0.088000	4.793	37.00000
19.89526000	0.146100	7.500	37.10000
5.92426200	0.062000	8.967	37.18611
7.10793840	0.072000	2.164	37.30000
5.72149242	0.055300	10.357	37.82177
179.60978000	0.663900	5.450	38.00000
3.18531500	0.040120	6.311	38.13960
5.72149000	0.055000	10.536	38.13960
5.72147420	0.055800	10.626	38.13960
14.70886000	0.113000	6.180	38.15000
11.81430000	0.111500	7.263	38.45743
27.64400000	0.192000	4.243	38.50000
3.18531500	0.040120	6.311	39.09309
4.60497000	0.057400	5.710	39.80000
7.32794740	0.066517	8.097	39.85588
131.45800000	0.603470	8.160	40.36300
5.70439000	0.063800	4.941	40.40000
3.83616900	0.045300	5.717	40.68224
10.98462000	0.103000	2.060	41.31769
3.83616230	0.045800	6.028	41.80000
95.50000000	0.371000	7.270	41.89000
55.08700000	0.262000	3.890	42.44000
82.20000000	0.390000	2.520	43.00000
19.23891000	0.143000	8.290	43.40000
18.38818000	0.152800	7.163	43.86032
3.58389300	0.046670	9.785	43.86054
7.92110100	0.076200	7.460	44.00000
4.35332600	0.041000	7.900	44.00000
2.69982790	0.037400	4.968	44.10000
6.24633450	0.067600	16.410	44.17815
25.84010000	0.173000	6.216	45.80000
3.58389300	0.046680	9.785	46.08535
4.53200000	0.053900	6.956	46.16870
25.83839000	0.173200	6.053	47.03860
3.37698480	0.045100	9.528	47.03884
6.71837000	0.071000	6.389	47.67450
31.57865900	0.197000	5.020	48.60000
2.50031100	0.022900	3.090	48.80000
4.60543000	0.062000	8.200	50.30000
3.48768120	0.047400	5.770	51.10000
8.02773000	0.082000	9.020	51.42000
4.17806203	0.048400	14.695	52.34660
104.85400000	0.425400	9.079	54.03083
38.91000000	0.225000	9.225	54.34700
4.74237290	0.053670	10.122	54.98459
21.01532700	0.142000	3.694	55.00000
3.68497290	0.049630	9.550	55.30242
6.60766200	0.074300	12.274	55.61997
2.50031000	0.023500	3.240	56.60000
4.31361000	0.047100	6.810	56.64000
3.27688370	0.041630	11.825	56.89157
4.17806200	0.052000	15.356	57.20940
10.59054700	0.098000	10.300	58.70000
4.73401000	0.057300	5.280	59.40000
11.63347800	0.103400	9.528	59.75174
14.27670000	0.122800	9.170	60.50000
5.05697300	0.063300	5.090	61.00000
2.32665080	0.029600	5.820	61.50000
4.73652900	0.062290	15.356	61.97685
5.50797800	0.055900	10.615	62.29468
5.50802300	0.055900	11.153	62.61000
5.50802300	0.055960	11.153	63.56600
29.32900000	0.180000	3.600	63.56600
5.98394400	0.067200	10.929	63.88351
3.21305992	0.037670	10.301	63.88383
3.91529200	0.051000	10.124	63.90000
7.53280600	0.075700	11.747	66.10864
3.21305929	0.038380	10.749	66.23577
66.26200000	0.355300	4.347	67.00000
3.21305980	0.038400	10.749	67.05900
38.80000000	0.212000	7.541	67.40000
11.63347800	0.108700	9.505	67.69745
9.57390000	0.100100	11.657	68.01528
1.26693800	0.024900	7.160	68.20000
6.21229000	0.063300	7.981	68.65128
11.63346810	0.108600	9.270	68.96876
5.45664000	0.063500	12.072	69.28659
6.21238100	0.063390	6.389	69.28694
6.21244500	0.063600	6.938	69.28694
6.21229000	0.063000	6.390	69.92000
288.82200000	1.089600	8.564	69.92000
4.63129600	0.054900	11.097	70.55791
11.63344000	0.102000	9.528	70.87609
4.01975170	0.048710	8.608	71.51139
3.79701816	0.046520	10.962	71.82958
3.35698660	0.038200	12.733	72.78307
1.24362580	0.021300	3.460	73.20000
18.71202400	0.145000	9.073	74.10000
4.76338700	0.054200	10.223	75.32300
4.76338700	0.054280	10.223	75.64354
3.67146300	0.049880	10.514	75.96099
8.24892000	0.084100	5.156	76.27882
3.93655780	0.041940	8.295	77.23230
3.13166660	0.037690	8.967	77.23269
3.92272700	0.045700	8.878	77.54700
18.71204000	0.143600	9.718	77.55052
3.92271860	0.045650	8.698	77.55052
3.92271860	0.045660	8.878	77.86835
3.79701816	0.046400	10.962	79.45000
4.52072650	0.057100	14.460	79.45710
3.86813820	0.045270	11.848	79.45750
3.47168260	0.034180	8.339	79.77493
19.24000000	0.140000	9.438	80.09000
9.12705500	0.087800	8.140	81.70000
3.86813820	0.045250	9.113	82.63200
3.93655100	0.043000	8.295	82.63539
12.45512250	0.101600	8.676	82.63580
3.86813820	0.045250	11.848	82.63580
4.38884970	0.049440	13.227	82.95363
4.64038200	0.052300	9.247	84.85700
4.64038200	0.052310	9.247	84.86061
3.43875300	0.038450	12.000	85.30000
4.86069000	0.057800	12.110	85.81000
5.32202300	0.060700	13.675	85.81410
1.52275910	0.018080	8.700	86.70000
282.52542000	0.833000	9.337	87.08498
4.60273000	0.054900	12.498	87.40325
4.05529470	0.048590	14.235	87.40325
10.02165000	0.094590	11.444	87.55850
10.02165000	0.094640	11.444	87.75286
4.00878322	0.045990	11.299	88.03847
3.76849520	0.045200	12.218	88.35674
4.05525900	0.048600	14.235	88.98900
21.49198400	0.151500	8.541	88.99195
3.28880000	0.044900	10.761	88.99240
4.05529410	0.048280	14.336	89.31023
9.57391810	0.100000	12.349	89.40000
4.05527650	0.048580	14.930	89.94589
4.00877800	0.046640	12.689	90.26372
8.80380900	0.082150	8.474	91.21675
10.29099400	0.091000	13.790	92.17000
8.80381000	0.084500	8.093	92.48853
4.00877800	0.046600	12.689	92.80200
4.51992790	0.049000	14.886	92.80589
10.29099400	0.091300	13.787	92.80636
4.86069000	0.057890	12.106	93.12419
4.32250600	0.051600	14.157	93.75985
4.32251260	0.052120	11.994	94.39551
3.94437150	0.049700	13.798	94.71287
4.51950640	0.054270	13.271	95.03117
13.29070000	0.110000	2.900	95.30000
3.94437360	0.051000	14.116	95.30000
4.32248200	0.052000	11.990	95.34500
30.08364000	0.201000	11.209	95.34852
4.97125200	0.059000	11.657	95.34900
10.24055490	0.080000	8.047	96.00000
6.40251300	0.070800	9.236	96.30201
8.15770940	0.071100	9.100	96.40000
4.97125200	0.059000	11.657	96.93815
4.21802091	0.050420	13.507	97.57332
4.21802780	0.050690	14.493	98.20947
12.40580000	0.110300	6.434	98.52681
4.53347100	0.055000	12.666	98.52730
4.89962840	0.060000	16.388	98.84100
4.21802780	0.050670	14.493	98.84513
4.89962840	0.059990	16.388	98.84513
4.53714300	0.057000	9.658	99.00000
14.89329100	0.120600	9.494	100.11645
4.53347750	0.055000	13.305	100.43378
3.32527250	0.036230	11.187	101.38777
2.87589160	0.043640	9.090	102.34126
4.23370050	0.055030	16.107	104.88337
228.77600000	0.704800	8.449	105.83300
4.34740320	0.054300	10.368	105.83686
22.34298900	0.168400	11.270	106.00000
4.02486700	0.045100	10.054	106.47305
3.21751883	0.041350	12.218	107.10871
4.37809000	0.054170	14.908	107.74437
3.21751883	0.041400	12.220	108.06000
4.81010250	0.065050	23.371	108.06220
35.45533000	0.201000	9.158	109.33352
4.30121900	0.050700	13.922	111.87100
4.14804670	0.045150	8.575	112.19399
4.53716400	0.059000	9.427	113.14691
2.87589110	0.042880	6.837	113.14748
2.87598000	0.043130	7.331	114.10097
8.32491020	0.083000	9.710	116.00000
4.03046700	0.047660	4.741	116.00737
11.53660000	0.100300	11.467	116.64361
3.92280380	0.042690	12.520	117.27927
3.55140580	0.047500	12.845	117.59651
3.79552020	0.037450	11.478	117.59710
3.71495000	0.047400	14.404	117.91493
4.01383790	0.049940	14.930	118.23217
17.25130000	0.107000	3.600	119.18100
9.43415050	0.080000	6.110	120.00000
2.31064460	0.034000	8.717	120.00000
2.78173870	0.037900	12.498	120.13500
8.32491130	0.088800	9.169	120.45697
12.28290000	0.085000	3.600	120.77000
4.37809000	0.057400	16.029	120.77000
105.59900000	0.463200	4.300	122.00000
4.88097400	0.060700	18.103	122.68177
271.94450000	0.847000	3.200	123.00000
28.38236000	0.179000	9.057	123.00021
11.16845900	0.099100	11.859	123.00021
3.82970150	0.050460	12.666	123.95370
3.33260900	0.048000	17.374	123.95370
69.33684000	0.347000	9.606	124.90656
11.16845400	0.103560	11.209	126.49634
2.78173620	0.038730	13.428	126.81417
2.78173870	0.037900	12.498	126.81417
10.33760000	0.090000	3.600	127.10000
6.38759700	0.052000	9.303	127.13136
45.52234000	0.269000	9.396	129.00000
4.61000000	0.051000	12.229	129.03400
3.49362640	0.046300	14.280	129.03833
3.05125000	0.044800	13.563	129.99182
7.13352100	0.067000	9.752	130.31030
3.79262200	0.040410	10.604	130.94530
11.53533000	0.109700	11.500	131.89945
125.85180000	0.510000	11.590	132.00000
4.61442000	0.051700	15.693	133.48300
52.97818000	0.300000	11.299	133.48860
4.15365800	0.051900	16.814	133.48860
4.61441090	0.051790	15.693	133.48860
3.79262200	0.040000	9.700	135.00000
4.88549480	0.061300	17.957	135.07775
3.00265000	0.045000	7.656	135.39558
7.89144830	0.082000	12.890	136.66000
7.84570000	0.079390	13.372	136.66100
3.57878087	0.045010	10.761	136.66100
4.06644280	0.048230	13.305	136.66622
4.43796370	0.055500	19.123	136.66690
4.43796370	0.055600	18.999	136.97900
4.43796290	0.055300	19.661	137.30256
4.88552500	0.062240	16.567	137.61500
4.43796370	0.055630	18.999	137.62039
4.66159830	0.067800	18.977	138.25536
4.80849830	0.056900	17.262	139.84450
2.27831520	0.031600	9.528	139.84520
3.47797800	0.040700	11.456	140.16233
4.88548920	0.060670	18.181	140.16303
7.84558200	0.080400	13.227	140.48086
4.88548860	0.063300	18.484	142.70567
3.95019070	0.055000	19.280	143.65300
